Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
5010.935337,0.565343917,3.031305726,4.018390574,-2.128061863,1.299937732,-4.767670917,-1.30056073,-3.680489934,-0.668274726,-1.265634968,-2.72358028,-2.531241798,-2.410852795,-1.750352459,-0.603551416,2.280558202,-0.77935529,2.453487268,1.490394868,1.966609638,-3.444369608,-3.533579894,-0.338217936,-0.3529332,-0.779015138,1.158324077,0.387355122,-0.41208615,-594.5427558,0
5011.67407,0.565463239,3.031732683,4.018867963,-2.128436746,1.300129841,-4.768439741,-1.300781198,-3.681040411,-0.668376529,-1.265838706,-2.724005972,-2.531669409,-2.411208427,-1.750586352,-0.603675184,2.280934646,-0.779467148,2.453892589,1.490622285,1.966901659,-3.44488962,-3.534101462,-0.338264024,-0.352989215,-0.779151707,1.158499876,0.387410664,-0.412144655,-594.6440221,0
5012.412803,0.565582561,3.032159639,4.019345352,-2.128811628,1.300321949,-4.769208565,-1.301001667,-3.681590888,-0.668478332,-1.266042443,-2.724431663,-2.532097019,-2.411564058,-1.750820246,-0.603798952,2.281311089,-0.779579007,2.45429791,1.490849703,1.967193679,-3.445409631,-3.53462303,-0.338310112,-0.353045231,-0.779288277,1.158675674,0.387466207,-0.41220316,-594.7452883,0
5013.151536,0.565701883,3.032586596,4.019822741,-2.129186511,1.300514058,-4.769977389,-1.301222135,-3.682141366,-0.668580135,-1.26624618,-2.724857355,-2.53252463,-2.41191969,-1.75105414,-0.60392272,2.281687532,-0.779690865,2.454703231,1.49107712,1.9674857,-3.445929643,-3.535144598,-0.338356201,-0.353101246,-0.779424847,1.158851473,0.387521749,-0.412261665,-594.8465546,0
5013.890269,0.565821206,3.033013553,4.02030013,-2.129561394,1.300706166,-4.770746213,-1.301442604,-3.682691843,-0.668681937,-1.266449917,-2.725283046,-2.53295224,-2.412275322,-1.751288034,-0.604046488,2.282063976,-0.779802723,2.455108552,1.491304538,1.967777721,-3.446449654,-3.535666166,-0.338402289,-0.353157262,-0.779561417,1.159027272,0.387577292,-0.41232017,-594.9478208,0
5014.629002,0.565940528,3.03344051,4.020777519,-2.129936277,1.300898275,-4.771515037,-1.301663072,-3.68324232,-0.66878374,-1.266653654,-2.725708738,-2.53337985,-2.412630954,-1.751521927,-0.604170256,2.282440419,-0.779914581,2.455513873,1.491531955,1.968069741,-3.446969665,-3.536187734,-0.338448377,-0.353213278,-0.779697987,1.159203071,0.387632835,-0.412378675,-595.0490871,0
5015.367735,0.56605985,3.033867467,4.021254908,-2.13031116,1.301090383,-4.772283861,-1.301883541,-3.683792798,-0.668885543,-1.266857391,-2.726134429,-2.533807461,-2.412986585,-1.751755821,-0.604294025,2.282816863,-0.780026439,2.455919194,1.491759373,1.968361762,-3.447489677,-3.536709302,-0.338494465,-0.353269293,-0.779834557,1.159378869,0.387688377,-0.41243718,-595.1503533,0
5016.106468,0.566179173,3.034294423,4.021732297,-2.130686043,1.301282492,-4.773052685,-1.302104009,-3.684343275,-0.668987346,-1.267061128,-2.726560121,-2.534235071,-2.413342217,-1.751989715,-0.604417793,2.283193306,-0.780138298,2.456324515,1.49198679,1.968653782,-3.448009688,-3.53723087,-0.338540553,-0.353325309,-0.779971126,1.159554668,0.38774392,-0.412495685,-595.2516196,0
5016.845201,0.566298495,3.03472138,4.022209686,-2.131060926,1.3014746,-4.773821509,-1.302324478,-3.684893752,-0.669089149,-1.267264865,-2.726985813,-2.534662682,-2.413697849,-1.752223609,-0.604541561,2.28356975,-0.780250156,2.456729836,1.492214208,1.968945803,-3.448529699,-3.537752438,-0.338586641,-0.353381324,-0.780107696,1.159730467,0.387799463,-0.41255419,-595.3528858,0
5017.583934,0.566417817,3.035148337,4.022687075,-2.131435808,1.301666709,-4.774590333,-1.302544946,-3.685444229,-0.669190951,-1.267468602,-2.727411504,-2.535090292,-2.41405348,-1.752457502,-0.604665329,2.283946193,-0.780362014,2.457135156,1.492441625,1.969237823,-3.449049711,-3.538274006,-0.33863273,-0.35343734,-0.780244266,1.159906266,0.387855005,-0.412612695,-595.4541521,0
5018.322667,0.56653714,3.035575294,4.023164464,-2.131810691,1.301858817,-4.775359157,-1.302765414,-3.685994707,-0.669292754,-1.267672339,-2.727837196,-2.535517902,-2.414409112,-1.752691396,-0.604789097,2.284322637,-0.780473872,2.457540477,1.492669043,1.969529844,-3.449569722,-3.538795574,-0.338678818,-0.353493355,-0.780380836,1.160082064,0.387910548,-0.4126712,-595.5554183,0
5019.0614,0.566656462,3.03600225,4.023641853,-2.132185574,1.302050926,-4.776127981,-1.302985883,-3.686545184,-0.669394557,-1.267876076,-2.728262887,-2.535945513,-2.414764744,-1.75292529,-0.604912865,2.28469908,-0.780585731,2.457945798,1.49289646,1.969821865,-3.450089733,-3.539317142,-0.338724906,-0.353549371,-0.780517406,1.160257863,0.38796609,-0.412729705,-595.6566846,0
5019.800133,0.566775784,3.036429207,4.024119242,-2.132560457,1.302243034,-4.776896805,-1.303206351,-3.687095661,-0.66949636,-1.268079813,-2.728688579,-2.536373123,-2.415120376,-1.753159184,-0.605036633,2.285075524,-0.780697589,2.458351119,1.493123878,1.970113885,-3.450609745,-3.53983871,-0.338770994,-0.353605387,-0.780653976,1.160433662,0.388021633,-0.41278821,-595.7579508,0
5020.538866,0.566895106,3.036856164,4.024596631,-2.13293534,1.302435143,-4.777665629,-1.30342682,-3.687646139,-0.669598163,-1.26828355,-2.72911427,-2.536800733,-2.415476007,-1.753393077,-0.605160401,2.285451967,-0.780809447,2.45875644,1.493351295,1.970405906,-3.451129756,-3.540360278,-0.338817082,-0.353661402,-0.780790545,1.16060946,0.388077176,-0.412846715,-595.8592171,0
5021.277599,0.567014429,3.037283121,4.02507402,-2.133310223,1.302627251,-4.778434453,-1.303647288,-3.688196616,-0.669699965,-1.268487287,-2.729539962,-2.537228344,-2.415831639,-1.753626971,-0.605284169,2.285828411,-0.780921305,2.459161761,1.493578713,1.970697926,-3.451649768,-3.540881846,-0.33886317,-0.353717418,-0.780927115,1.160785259,0.388132718,-0.41290522,-595.9604833,0
5022.016332,0.567133751,3.037710077,4.025551409,-2.133685105,1.30281936,-4.779203277,-1.303867757,-3.688747093,-0.669801768,-1.268691024,-2.729965654,-2.537655954,-2.416187271,-1.753860865,-0.605407937,2.286204854,-0.781033163,2.459567082,1.49380613,1.970989947,-3.452169779,-3.541403414,-0.338909259,-0.353773433,-0.781063685,1.160961058,0.388188261,-0.412963725,-596.0617496,0
5022.755065,0.567253073,3.038137034,4.026028798,-2.134059988,1.303011468,-4.779972101,-1.304088225,-3.689297571,-0.669903571,-1.268894762,-2.730391345,-2.538083565,-2.416542902,-1.754094759,-0.605531705,2.286581298,-0.781145022,2.459972403,1.494033548,1.971281968,-3.45268979,-3.541924982,-0.338955347,-0.353829449,-0.781200255,1.161136857,0.388243804,-0.41302223,-596.1630158,0
5023.493798,0.567372396,3.038563991,4.026506188,-2.134434871,1.303203577,-4.780740925,-1.304308694,-3.689848048,-0.670005374,-1.269098499,-2.730817037,-2.538511175,-2.416898534,-1.754328652,-0.605655473,2.286957741,-0.78125688,2.460377724,1.494260965,1.971573988,-3.453209802,-3.54244655,-0.339001435,-0.353885464,-0.781336825,1.161312655,0.388299346,-0.413080735,-596.2642821,0
5024.232531,0.567491718,3.038990948,4.026983577,-2.134809754,1.303395685,-4.781509749,-1.304529162,-3.690398525,-0.670107177,-1.269302236,-2.731242728,-2.538938785,-2.417254166,-1.754562546,-0.605779241,2.287334184,-0.781368738,2.460783045,1.494488383,1.971866009,-3.453729813,-3.542968118,-0.339047523,-0.35394148,-0.781473395,1.161488454,0.388354889,-0.41313924,-596.3655483,0
5024.971264,0.56761104,3.039417904,4.027460966,-2.135184637,1.303587793,-4.782278572,-1.304749631,-3.690949003,-0.670208979,-1.269505973,-2.73166842,-2.539366396,-2.417609798,-1.75479644,-0.605903009,2.287710628,-0.781480596,2.461188366,1.4947158,1.972158029,-3.454249824,-3.543489686,-0.339093611,-0.353997495,-0.781609964,1.161664253,0.388410431,-0.413197745,-596.4668146,0
5025.709997,0.567730363,3.039844861,4.027938355,-2.13555952,1.303779902,-4.783047396,-1.304970099,-3.69149948,-0.670310782,-1.26970971,-2.732094112,-2.539794006,-2.417965429,-1.755030334,-0.606026777,2.288087071,-0.781592455,2.461593687,1.494943218,1.97245005,-3.454769836,-3.544011254,-0.339139699,-0.354053511,-0.781746534,1.161840052,0.388465974,-0.41325625,-596.5680808,0
5026.44873,0.567849685,3.040271818,4.028415744,-2.135934403,1.30397201,-4.78381622,-1.305190567,-3.692049957,-0.670412585,-1.269913447,-2.732519803,-2.540221616,-2.418321061,-1.755264227,-0.606150545,2.288463515,-0.781704313,2.461999008,1.495170635,1.97274207,-3.455289847,-3.544532822,-0.339185788,-0.354109527,-0.781883104,1.16201585,0.388521517,-0.413314755,-596.6693471,0
5027.187463,0.567969007,3.040698775,4.028893133,-2.136309285,1.304164119,-4.784585044,-1.305411036,-3.692600435,-0.670514388,-1.270117184,-2.732945495,-2.540649227,-2.418676693,-1.755498121,-0.606274314,2.288839958,-0.781816171,2.462404329,1.495398053,1.973034091,-3.455809859,-3.545054389,-0.339231876,-0.354165542,-0.782019674,1.162191649,0.388577059,-0.41337326,-596.7706133,0
5027.926196,0.568088329,3.041125732,4.029370522,-2.136684168,1.304356227,-4.785353868,-1.305631504,-3.693150912,-0.670616191,-1.270320921,-2.733371186,-2.541076837,-2.419032325,-1.755732015,-0.606398082,2.289216402,-0.781928029,2.46280965,1.495625471,1.973326112,-3.45632987,-3.545575957,-0.339277964,-0.354221558,-0.782156244,1.162367448,0.388632602,-0.413431765,-596.8718796,0
5028.664929,0.568207652,3.041552688,4.029847911,-2.137059051,1.304548336,-4.786122692,-1.305851973,-3.693701389,-0.670717993,-1.270524658,-2.733796878,-2.541504448,-2.419387956,-1.755965909,-0.60652185,2.289592845,-0.782039887,2.463214971,1.495852888,1.973618132,-3.456849881,-3.546097525,-0.339324052,-0.354277573,-0.782292814,1.162543247,0.388688145,-0.41349027,-596.9731458,0
5029.403662,0.568326974,3.041979645,4.0303253,-2.137433934,1.304740444,-4.786891516,-1.306072441,-3.694251867,-0.670819796,-1.270728395,-2.734222569,-2.541932058,-2.419743588,-1.756199802,-0.606645618,2.289969289,-0.782151746,2.463620292,1.496080306,1.973910153,-3.457369893,-3.546619093,-0.33937014,-0.354333589,-0.782429383,1.162719045,0.388743687,-0.413548775,-597.0744121,0
5030.142396,0.568446296,3.042406602,4.030802689,-2.137808817,1.304932553,-4.78766034,-1.30629291,-3.694802344,-0.670921599,-1.270932132,-2.734648261,-2.542359668,-2.42009922,-1.756433696,-0.606769386,2.290345732,-0.782263604,2.464025613,1.496307723,1.974202173,-3.457889904,-3.547140661,-0.339416228,-0.354389604,-0.782565953,1.162894844,0.38879923,-0.41360728,-597.1756783,0
5030.881129,0.568565619,3.042833559,4.031280078,-2.1381837,1.305124661,-4.788429164,-1.306513378,-3.695352821,-0.671023402,-1.271135869,-2.735073953,-2.542787279,-2.420454851,-1.75666759,-0.606893154,2.290722176,-0.782375462,2.464430934,1.496535141,1.974494194,-3.458409915,-3.547662229,-0.339462317,-0.35444562,-0.782702523,1.163070643,0.388854772,-0.413665785,-597.2769446,0
5031.619862,0.568684941,3.043260515,4.031757467,-2.138558583,1.30531677,-4.789197988,-1.306733847,-3.695903298,-0.671125205,-1.27E+00,-2.735499644,-2.543214889,-2.420810483,-1.756901484,-0.607016922,2.291098619,-0.78248732,2.464836255,1.496762558,1.974786215,-3.458929927,-3.548183797,-0.339508405,-0.354501636,-0.782839093,1.163246442,0.388910315,-0.41372429,-597.3782108,0
5032.358595,0.568804263,3.043687472,4.032234856,-2.138933465,1.305508878,-4.789966812,-1.306954315,-3.696453776,-0.671227008,-1.271543343,-2.735925336,-2.543642499,-2.421166115,-1.757135377,-0.60714069,2.291475063,-0.782599179,2.465241576,1.496989976,1.975078235,-3.459449938,-3.548705365,-0.339554493,-0.354557651,-0.782975663,1.16342224,0.388965858,-0.413782795,-597.4794771,0
5033.097328,0.568923586,3.044114429,4.032712245,-2.139308348,1.305700987,-4.790735636,-1.307174784,-3.697004253,-0.67132881,-1.27174708,-2.736351027,-2.54407011,-2.421521747,-1.757369271,-0.607264458,2.291851506,-0.782711037,2.465646897,1.497217393,1.975370256,-3.459969949,-3.549226933,-0.339600581,-0.354613667,-0.783112233,1.163598039,0.3890214,-0.413841301,-597.5807433,0
5033.836061,0.569042908,3.044541386,4.033189634,-2.139683231,1.305893095,-4.79150446,-1.307395252,-3.69755473,-0.671430613,-1.271950818,-2.736776719,-2.54449772,-2.421877378,-1.757603165,-0.607388226,2.29222795,-0.782822895,2.466052218,1.497444811,1.975662276,-3.460489961,-3.549748501,-0.339646669,-0.354669682,-0.783248802,1.163773838,0.389076943,-0.413899806,-597.6820096,0
5034.574794,0.56916223,3.044968342,4.033667023,-2.140058114,1.306085204,-4.792273284,-1.307615721,-3.698105208,-0.671532416,-1.272154555,-2.73720241,-2.544925331,-2.42223301,-1.757837059,-0.607511994,2.292604393,-0.782934753,2.466457539,1.497672228,1.975954297,-3.461009972,-3.550270069,-0.339692757,-0.354725698,-0.783385372,1.163949637,0.389132486,-0.413958311,-597.7832758,0
5035.313527,0.569281552,3.045395299,4.034144412,-2.140432997,1.306277312,-4.793042108,-1.307836189,-3.698655685,-0.671634219,-1.272358292,-2.737628102,-2.545352941,-2.422588642,-1.758070952,-0.607635762,2.292980837,-0.783046612,2.46686286,1.497899646,1.976246318,-3.461529984,-3.550791637,-0.339738845,-0.354781713,-0.783521942,1.164125435,0.389188028,-0.414016816,-597.8845421,0
5036.05226,0.569400875,3.045822256,4.034621801,-2.14080788,1.306469421,-4.793810932,-1.308056657,-3.699206162,-0.671736022,-1.272562029,-2.738053794,-2.545780551,-2.422944273,-1.758304846,-0.60775953,2.29335728,-0.78315847,2.467268181,1.498127063,1.976538338,-3.462049995,-3.551313205,-0.339784934,-0.354837729,-0.783658512,1.164301234,0.389243571,-0.414075321,-597.9858083,0
5036.790993,0.569520197,3.046249213,4.03509919,-2.141182763,1.306661529,-4.794579756,-1.308277126,-3.69975664,-0.671837824,-1.272765766,-2.738479485,-2.546208162,-2.423299905,-1.75853874,-0.607883298,2.293733723,-0.783270328,2.467673502,1.498354481,1.976830359,-3.462570006,-3.551834773,-0.339831022,-0.354893744,-0.783795082,1.164477033,0.389299113,-0.414133826,-598.0870746,0
5037.529726,0.569639519,3.04667617,4.035576579,-2.141557645,1.306853638,-4.79534858,-1.308497594,-3.700307117,-0.671939627,-1.272969503,-2.738905177,-2.546635772,-2.423655537,-1.758772633,-0.608007066,2.294110167,-0.783382186,2.468078823,1.498581898,1.977122379,-3.463090018,-3.552356341,-0.33987711,-0.35494976,-0.783931652,1.164652832,0.389354656,-0.414192331,-598.1883408,0
5038.268459,0.569758842,3.047103126,4.036053968,-2.141932528,1.307045746,-4.796117404,-1.308718063,-3.700857594,-0.67204143,-1.27317324,-2.739330868,-2.547063382,-2.424011169,-1.759006527,-0.608130834,2.29448661,-0.783494044,2.468484144,1.498809316,1.9774144,-3.463610029,-3.552877909,-0.339923198,-0.355005776,-0.784068221,1.16482863,0.389410199,-0.414250836,-598.2896071,0
5039.007192,0.569878164,3.047530083,4.036531357,-2.142307411,1.307237855,-4.796886228,-1.308938531,-3.701408072,-0.672143233,-1.273376977,-2.73975656,-2.547490993,-2.4243668,-1.759240421,-0.608254603,2.294863054,-0.783605903,2.468889465,1.499036733,1.97770642,-3.46413004,-3.553399477,-0.339969286,-0.355061791,-0.784204791,1.165004429,0.389465741,-0.414309341,-598.3908733,0
5039.745925,0.569997486,3.04795704,4.037008746,-2.142682294,1.307429963,-4.797655052,-1.309159,-3.701958549,-0.672245036,-1.273580714,-2.740182251,-2.547918603,-2.424722432,-1.759474315,-0.608378371,2.295239497,-0.783717761,2.469294786,1.499264151,1.977998441,-3.464650052,-3.553921045,-0.340015374,-0.355117807,-0.784341361,1.165180228,0.389521284,-0.414367846,-598.4921396,0
5040.484658,0.570116809,3.048383997,4.037486135,-2.143057177,1.307622072,-4.798423876,-1.309379468,-3.702509026,-0.672346838,-1.273784451,-2.740607943,-2.548346214,-2.425078064,-1.759708208,-0.608502139,2.295615941,-0.783829619,2.469700107,1.499491568,1.978290462,-3.465170063,-3.554442613,-0.340061463,-0.355173822,-0.784477931,1.165356027,0.389576827,-0.414426351,-598.5934058,0
5041.223391,0.570236131,3.048810953,4.037963524,-2.14343206,1.30781418,-4.7991927,-1.309599937,-3.703059504,-0.672448641,-1.273988188,-2.741033635,-2.548773824,-2.425433695,-1.759942102,-0.608625907,2.295992384,-0.783941477,2.470105428,1.499718986,1.978582482,-3.465690074,-3.554964181,-0.340107551,-0.355229838,-0.784614501,1.165531825,0.389632369,-0.414484856,-598.6946721,0
5041.962124,0.570355453,3.04923791,4.038440913,-2.143806942,1.308006289,-4.799961524,-1.309820405,-3.703609981,-0.672550444,-1.274191925,-2.741459326,-2.549201434,-2.425789327,-1.760175996,-0.608749675,2.296368828,-0.784053336,2.470510749,1.499946403,1.978874503,-3.466210086,-3.555485749,-0.340153639,-0.355285853,-0.784751071,1.165707624,0.389687912,-0.414543361,-598.7959383,0
5042.700857,0.570474775,3.049664867,4.038918302,-2.144181825,1.308198397,-4.800730348,-1.310040874,-3.704160458,-0.672652247,-1.274395662,-2.741885018,-2.549629045,-2.426144959,-1.76040989,-0.608873443,2.296745271,-0.784165194,2.47091607,1.500173821,1.979166523,-3.466730097,-3.556007317,-0.340199727,-0.355341869,-0.78488764,1.165883423,0.389743454,-0.414601866,-598.8972046,0
5043.43959,0.570594098,3.050091824,4.039395691,-2.144556708,1.308390506,-4.801499172,-1.310261342,-3.704710936,-0.67275405,-1.274599399,-2.742310709,-2.550056655,-2.426500591,-1.760643783,-0.608997211,2.297121715,-0.784277052,2.47132139,1.500401238,1.979458544,-3.467250109,-3.556528885,-0.340245815,-0.355397884,-0.78502421,1.166059221,0.389798997,-0.414660371,-598.9984708,0
5044.178323,0.57071342,3.05051878,4.03987308,-2.144931591,1.308582614,-4.802267996,-1.31048181,-3.705261413,-0.672855852,-1.274803136,-2.742736401,-2.550484265,-2.426856222,-1.760877677,-0.609120979,2.297498158,-0.78438891,2.471726711,1.500628656,1.979750565,-3.46777012,-3.557050452,-0.340291903,-0.3554539,-0.78516078,1.16623502,0.38985454,-0.414718876,-599.0997371,0
5044.917056,0.570832742,3.050945737,4.040350469,-2.145306474,1.308774722,-4.80303682,-1.310702279,-3.70581189,-0.672957655,-1.275006874,-2.743162093,-2.550911876,-2.427211854,-1.761111571,-0.609244747,2.297874602,-0.784500768,2.472132032,1.500856073,1.980042585,-3.468290131,-3.55757202,-0.340337992,-0.355509916,-0.78529735,1.166410819,0.389910082,-0.414777381,-599.2010033,0
5045.655789,0.570952065,3.051372694,4.040827858,-2.145681357,1.308966831,-4.803805644,-1.310922747,-3.706362367,-0.673059458,-1.275210611,-2.743587784,-2.551339486,-2.427567486,-1.761345465,-0.609368515,2.298251045,-0.784612627,2.472537353,1.501083491,1.980334606,-3.468810143,-3.558093588,-0.34038408,-0.355565931,-0.78543392,1.166586618,0.389965625,-0.414835886,-599.3022696,0
5046.394522,0.571071387,3.051799651,4.041305247,-2.14605624,1.309158939,-4.804574468,-1.311143216,-3.706912845,-0.673161261,-1.275414348,-2.744013476,-2.551767097,-2.427923118,-1.761579358,-0.609492283,2.298627489,-0.784724485,2.472942674,1.501310908,1.980626626,-3.469330154,-3.558615156,-0.340430168,-0.355621947,-0.78557049,1.166762416,0.390021168,-0.414894391,-599.4035358,0
5047.133255,0.571190709,3.052226607,4.041782636,-2.146431122,1.309351048,-4.805343292,-1.311363684,-3.707463322,-0.673263064,-1.275618085,-2.744439167,-2.552194707,-2.428278749,-1.761813252,-0.609616051,2.299003932,-0.784836343,2.473347995,1.501538326,1.980918647,-3.469850165,-3.559136724,-0.340476256,-0.355677962,-0.785707059,1.166938215,0.39007671,-0.414952896,-599.5048021,0
5047.871988,0.571310032,3.052653564,4.042260025,-2.146806005,1.309543156,-4.806112116,-1.311584153,-3.708013799,-0.673364866,-1.275821822,-2.744864859,-2.552622317,-2.428634381,-1.762047146,-0.609739819,2.299380375,-0.784948201,2.473753316,1.501765744,1.981210667,-3.470370177,-3.559658292,-0.340522344,-0.355733978,-0.785843629,1.167114014,0.390132253,-0.415011401,-599.6060683,0
5048.610721,0.571429354,3.053080521,4.042737414,-2.147180888,1.309735265,-4.80688094,-1.311804621,-3.708564277,-0.673466669,-1.276025559,-2.74529055,-2.553049928,-2.428990013,-1.76228104,-0.609863587,2.299756819,-0.78506006,2.474158637,1.501993161,1.981502688,-3.470890188,-3.56017986,-0.340568432,-0.355789993,-0.785980199,1.167289813,0.390187795,-0.415069906,-599.7073346,0
5049.349454,0.571548676,3.053507478,4.043214803,-2.147555771,1.309927373,-4.807649764,-1.31202509,-3.709114754,-0.673568472,-1.276229296,-2.745716242,-2.553477538,-2.429345644,-1.762514933,-0.609987355,2.300133262,-0.785171918,2.474563958,1.502220579,1.981794709,-3.4714102,-3.560701428,-0.340614521,-0.355846009,-0.786116769,1.167465611,0.390243338,-0.415128411,-599.8086008,0
5050.088187,0.571667998,3.053934435,4.043692192,-2.147930654,1.310119482,-4.808418588,-1.312245558,-3.709665231,-0.673670275,-1.276433033,-2.746141934,-2.553905148,-2.429701276,-1.762748827,-0.610111123,2.300509706,-0.785283776,2.474969279,1.502447996,1.982086729,-3.471930211,-3.561222996,-0.340660609,-0.355902025,-0.786253339,1.16764141,0.390298881,-0.415186916,-599.9098671,0
5050.82692,0.571787321,3.054361391,4.044169581,-2.148305537,1.31031159,-4.809187412,-1.312466027,-3.710215709,-0.673772078,-1.27663677,-2.746567625,-2.554332759,-2.430056908,-1.762982721,-0.610234892,2.300886149,-0.785395634,2.4753746,1.502675414,1.98237875,-3.472450222,-3.561744564,-0.340706697,-0.35595804,-0.786389909,1.167817209,0.390354423,-0.415245421,-600.0111333,0
5051.565653,0.571906643,3.054788348,4.04464697,-2.14868042,1.310503699,-4.809956236,-1.312686495,-3.710766186,-0.67387388,-1.276840507,-2.746993317,-2.554760369,-2.43041254,-1.763216615,-0.61035866,2.301262593,-0.785507492,2.475779921,1.502902831,1.98267077,-3.472970234,-3.562266132,-0.340752785,-0.356014056,-0.786526478,1.167993008,0.390409966,-0.415303926,-600.1123996,0
5052.304386,0.572025965,3.055215305,4.045124359,-2.149055302,1.310695807,-4.81072506,-1.312906964,-3.711316663,-0.673975683,-1.277044244,-2.747419008,-2.55518798,-2.430768171,-1.763450508,-0.610482428,2.301639036,-0.785619351,2.476185242,1.503130249,1.982962791,-3.473490245,-3.5627877,-0.340798873,-0.356070071,-0.786663048,1.168168806,0.390465509,-0.415362431,-600.2136658,0
5053.043119,0.572145288,3.055642262,4.045601748,-2.149430185,1.310887916,-4.811493884,-1.313127432,-3.711867141,-0.674077486,-1.277247981,-2.7478447,-2.55561559,-2.431123803,-1.763684402,-0.610606196,2.30201548,-0.785731209,2.476590563,1.503357666,1.983254812,-3.474010256,-3.563309268,-0.340844961,-0.356126087,-0.786799618,1.168344605,0.390521051,-0.415420936,-600.3149321,0
5053.781852,0.57226461,3.056069218,4.046079137,-2.149805068,1.311080024,-4.812262708,-1.3133479,-3.712417618,-0.674179289,-1.277451718,-2.748270391,-2.5560432,-2.431479435,-1.763918296,-0.610729964,2.302391923,-0.785843067,2.476995884,1.503585084,1.983546832,-3.474530268,-3.563830836,-0.34089105,-0.356182102,-0.786936188,1.168520404,0.390576594,-0.415479441,-600.4161983,0
5054.520585,0.572383932,3.056496175,4.046556526,-2.150179951,1.311272133,-4.813031532,-1.313568369,-3.712968095,-0.674281092,-1.277655455,-2.748696083,-2.556470811,-2.431835066,-1.76415219,-0.610853732,2.302768367,-0.785954925,2.477401205,1.503812501,1.983838853,-3.475050279,-3.564352404,-0.340937138,-0.356238118,-0.787072758,1.168696203,0.390632136,-0.415537946,-600.5174646,0
5055.259318,0.572503255,3.056923132,4.047033915,-2.150554834,1.311464241,-4.813800356,-1.313788837,-3.713518573,-0.674382895,-1.277859192,-2.749121775,-2.556898421,-2.432190698,-1.764386083,-0.6109775,2.30314481,-0.786066784,2.477806526,1.504039919,1.984130873,-3.47557029,-3.564873972,-0.340983226,-0.356294133,-0.787209328,1.168872001,0.390687679,-0.415596451,-600.6187308,0
5055.998051,0.572622577,3.057350089,4.047511304,-2.150929717,1.31165635,-4.81456918,-1.314009306,-3.71406905,-0.674484697,-1.27806293,-2.749547466,-2.557326031,-2.43254633,-1.764619977,-0.611101268,2.303521254,-0.786178642,2.478211847,1.504267336,1.984422894,-3.476090302,-3.56539554,-0.341029314,-0.356350149,-0.787345897,1.1690478,0.390743222,-0.415654956,-600.7199971,0
5056.736784,0.572741899,3.057777045,4.047988693,-2.1513046,1.311848458,-4.815338004,-1.314229774,-3.714619527,-0.6745865,-1.278266667,-2.749973158,-2.557753642,-2.432901962,-1.764853871,-0.611225036,2.303897697,-0.7862905,2.478617168,1.504494754,1.984714915,-3.476610313,-3.565917108,-0.341075402,-0.356406165,-0.787482467,1.169223599,0.390798764,-0.415713461,-600.8212633,0
5057.475517,0.572861222,3.058204002,4.048466082,-2.151679482,1.312040567,-4.816106828,-1.314450243,-3.715170005,-0.674688303,-1.278470404,-2.750398849,-2.558181252,-2.433257593,-1.765087765,-0.611348804,2.304274141,-0.786402358,2.479022489,1.504722171,1.985006935,-3.477130325,-3.566438676,-0.34112149,-0.35646218,-0.787619037,1.169399398,0.390854307,-0.415771966,-600.9225296,0
5058.21425,0.572980544,3.058630959,4.048943471,-2.152054365,1.312232675,-4.816875652,-1.314670711,-3.715720482,-0.674790106,-1.278674141,-2.750824541,-2.558608863,-2.433613225,-1.765321658,-0.611472572,2.304650584,-0.786514216,2.47942781,1.504949589,1.985298956,-3.477650336,-3.566960244,-0.341167578,-0.356518196,-0.787755607,1.169575196,0.39090985,-0.415830471,-601.0237958,0
5058.952983,0.573099866,3.059057916,4.04942086,-2.152429248,1.312424784,-4.817644476,-1.31489118,-3.716270959,-0.674891909,-1.278877878,-2.751250233,-2.559036473,-2.433968857,-1.765555552,-0.61159634,2.305027028,-0.786626075,2.479833131,1.505177006,1.985590976,-3.478170347,-3.567481812,-0.341213667,-0.356574211,-0.787892177,1.169750995,0.390965392,-0.415888976,-601.1250621,0
5059.691716,0.573219188,3.059484873,4.049898249,-2.152804131,1.312616892,-4.8184133,-1.315111648,-3.716821436,-0.674993711,-1.279081615,-2.751675924,-2.559464083,-2.434324489,-1.765789446,-0.611720108,2.305403471,-0.786737933,2.480238452,1.505404424,1.985882997,-3.478690359,-3.56800338,-0.341259755,-0.356630227,-0.788028747,1.169926794,0.391020935,-0.415947481,-601.2263283,0
5060.430449,0.573338511,3.059911829,4.050375638,-2.153179014,1.312809001,-4.819182123,-1.315332117,-3.717371914,-0.675095514,-1.279285352,-2.752101616,-2.559891694,-2.43468012,-1.76602334,-0.611843876,2.305779914,-0.786849791,2.480643773,1.505631841,1.986175017,-3.47921037,-3.568524948,-0.341305843,-0.356686242,-0.788165316,1.170102593,0.391076477,-0.416005986,-601.3275946,0
5061.169182,0.573457833,3.060338786,4.050853027,-2.153553897,1.313001109,-4.819950947,-1.315552585,-3.717922391,-0.675197317,-1.279489089,-2.752527307,-2.560319304,-2.435035752,-1.766257233,-0.611967644,2.306156358,-0.786961649,2.481049094,1.505859259,1.986467038,-3.479730381,-3.569046515,-0.341351931,-0.356742258,-0.788301886,1.170278391,0.39113202,-0.416064491,-601.4288608,0
